0.000000000000000000e+00,3.150000000000000000e+02,7.600000000000000000e+01,4.607000350952148438e+00
1.000000000000000000e+00,3.170000000000000000e+02,7.000000000000000000e+01,4.231000423431396484e+00
2.000000000000000000e+00,3.190000000000000000e+02,7.000000000000000000e+01,4.146000385284423828e+00
3.000000000000000000e+00,3.210000000000000000e+02,7.000000000000000000e+01,4.118999958038330078e+00
4.000000000000000000e+00,3.100000000000000000e+02,7.000000000000000000e+01,4.641000270843505859e+00
5.000000000000000000e+00,3.080000000000000000e+02,7.000000000000000000e+01,4.711000442504882812e+00
6.000000000000000000e+00,3.060000000000000000e+02,7.100000000000000000e+01,4.784000396728515625e+00
7.000000000000000000e+00,3.220000000000000000e+02,7.500000000000000000e+01,4.473999977111816406e+00
8.000000000000000000e+00,3.020000000000000000e+02,7.500000000000000000e+01,4.821000099182128906e+00
9.000000000000000000e+00,3.190000000000000000e+02,8.300000000000000000e+01,4.573000431060791016e+00
1.000000000000000000e+01,3.110000000000000000e+02,8.300000000000000000e+01,4.539000034332275391e+00
1.100000000000000000e+01,3.490000000000000000e+02,1.200000000000000000e+02,4.676000118255615234e+00
1.200000000000000000e+01,2.770000000000000000e+02,1.220000000000000000e+02,4.641000270843505859e+00
1.300000000000000000e+01,3.730000000000000000e+02,1.600000000000000000e+02,4.975000381469726562e+00
1.400000000000000000e+01,2.430000000000000000e+02,1.540000000000000000e+02,3.455000162124633789e+00
1.500000000000000000e+01,3.990000000000000000e+02,1.240000000000000000e+02,4.539000034332275391e+00
1.600000000000000000e+01,2.040000000000000000e+02,1.330000000000000000e+02,4.936000347137451172e+00
1.700000000000000000e+01,4.090000000000000000e+02,1.150000000000000000e+02,4.442000389099121094e+00
1.800000000000000000e+01,1.880000000000000000e+02,1.270000000000000000e+02,5.270000457763671875e+00
1.900000000000000000e+01,4.060000000000000000e+02,1.110000000000000000e+02,4.539000034332275391e+00
2.000000000000000000e+01,1.880000000000000000e+02,1.240000000000000000e+02,5.183000087738037109e+00
2.100000000000000000e+01,4.020000000000000000e+02,1.160000000000000000e+02,4.539000034332275391e+00
2.200000000000000000e+01,1.960000000000000000e+02,1.270000000000000000e+02,5.183000087738037109e+00
2.300000000000000000e+01,3.320000000000000000e+02,2.290000000000000000e+02,3.554000139236450195e+00
2.400000000000000000e+01,2.900000000000000000e+02,2.310000000000000000e+02,3.514000177383422852e+00
2.500000000000000000e+01,3.400000000000000000e+02,3.050000000000000000e+02,4.146000385284423828e+00
2.600000000000000000e+01,2.890000000000000000e+02,3.080000000000000000e+02,3.911000251770019531e+00
2.700000000000000000e+01,3.470000000000000000e+02,3.900000000000000000e+02,2.338000059127807617e+00
2.800000000000000000e+01,2.930000000000000000e+02,3.900000000000000000e+02,2.429000139236450195e+00
2.900000000000000000e+01,3.430000000000000000e+02,4.000000000000000000e+02,2.261000156402587891e+00
3.000000000000000000e+01,2.990000000000000000e+02,4.010000000000000000e+02,2.245000123977661133e+00
3.100000000000000000e+01,3.520000000000000000e+02,4.160000000000000000e+02,1.974000096321105957e+00
3.200000000000000000e+01,2.810000000000000000e+02,4.160000000000000000e+02,2.039000034332275391e+00
