Distancia_1,Distancia_2,Distancia_3,Distancia_4,Distancia_5,Distancia_6,Distancia_7,Distancia_8
0.03489294796978015,0.8086780879745703,-0.5095477311215291,1.934984612239532,-0.3774254358023654,0.06847505639655083,-0.8554002897341206,0.005863717408374214
-0.10202143557116017,0.6969409594195497,-0.13333162824821443,0.8533923313220271,-0.29661587923641264,-0.13180194115847144,0.09028040261910064,-0.10013196526131196
-0.1722046228170626,0.14354307668085653,-0.7106937676233827,0.2624655264152409,-2.0746934966467734,-0.41938524482247885,-1.2553572548267766,-0.0026196620441965024
-0.15684857685045017,-4.221121262794796,0.3522259142563655,-4.99374953795737,0.31184885690265673,0.22320039797989466,0.7747352231956484,-0.036770457247996546
-0.4008108405604105,-0.49522243570876867,0.07097524257844157,-11.204070118699008,0.2500877891523601,0.3654004562258706,2.001059973204633,0.15040181680120668
-0.3130399283018903,-0.6949172680442928,-0.6713854022869725,-24.029630536313107,0.4332993522649531,0.9091510820556437,-0.6335050244047125,-0.5382983150300902
-0.9006902699089636,-3.3899206409812166,-1.1347863987462858,-59.80254563536732,-1.0103841025804172,-2.0830257771189054,-1.2807563237979025,-1.4670151648456908
-2.160046689162982,0.10227213111967615,-2.796665149956965,-77.42350130676641,-0.33759748688197533,-3.264185244725013,-0.33280888246338236,-0.1713668529930601
-1.9121289029498456,2.3895064321150983,-2.8571332964462215,-114.58643908667831,-0.16119201531324734,-1.0052099179139873,-0.034057962434701494,-1.6115095950382852
-2.285702447533353,14.141743156855924,-3.1215098826405097,-152.38731410215365,-0.6082990854218906,0.2504570974937792,4.428219460647256,0.788400270733689
-0.567225810481915,19.343754611062778,3.0836971955854153,-116.89728850960847,3.1988362157446204,3.425233037528983,11.257919577359985,6.68135526686541
2.8230821463458966,7.04410796547414,-3.0081833756526066,-77.2062508240732,-2.17182349791301,-1.10288896274227,0.30523378258862977,-0.2042893772579646
1.013163667866479,5.443067475550407,2.194398689640593,21.089200056553956,-0.4716223423574206,1.7324419113771228,4.943323500466192,4.122623117820012
0.303526303354289,1.7514845226441622,-1.8520322061020522,129.0392775552995,1.149326894695264,0.9414763760472056,1.6481795023665313,1.5407265795514036
-0.5449584284109221,7.13237002073555,-1.296520142914943,100.21849405198488,1.844253349636631,0.20426641590518102,3.281617747271639,4.280643180995298
-1.1554669390801564,20.763026124654758,0.06738671300013266,86.74609142438207,0.46307979774525165,-0.7350488638468278,0.048408763201166494,0.5769303232924017
-1.6341466034057817,15.393799547973543,2.356687302641234,138.769182246767,4.425211000425691,3.232784626304692,6.08334705727458,6.025174813532885
-1.2869088944803053,21.711899101111598,2.586062387711081,122.6249791717207,1.2341146497286104,-0.07839906989659085,0.7171973006640542,1.5038156214941978
-0.9817119583872369,14.373663424632781,2.61120293557056,80.5072518691091,-1.0929489655680413,-2.62049111855589,-3.7171865738969245,-0.5390278442132512
-0.6997012940864522,2.2371158221027088,1.7557595441765272,62.699292319834825,-0.31598652559353013,-0.17312316756630253,-0.7951803494310639,-0.7591064423019134
