3.050000000000000000e+02,1.380000000000000000e+02,3.548000097274780273e+00
309.0,131.0,3.835000276565552
312.0,131.0,3.835000276565552
315.0,131.0,3.811000108718872
302.0,131.0,3.6750001907348633
300.0,131.0,3.5890002250671382
299.0,132.0,3.5280001163482666
322.0,134.0,3.610000133514404
298.0,134.0,3.468000173568725
312.0,146.0,3.392000198364258
303.0,145.0,3.392000198364258
349.0,179.0,3.54800009727478
279.0,177.0,3.355000257492065
359.0,231.0,3.374000072479248
243.0,200.0,3.2840001583099365
359.0,276.0,3.0410001277923584
234.0,231.0,3.1020002365112305
360.0,291.0,3.249000072479248
232.0,243.0,3.374000072479248
355.0,290.0,3.249000072479248
237.0,242.0,3.337000131607056
354.0,285.0,3.249000072479248
238.0,239.0,3.249000072479248
331.0,287.0,2.8710000514984126
292.0,288.0,2.940000057220459
333.0,366.0,2.997000217437744
289.0,364.0,2.9260001182556152
339.0,434.0,1.90500009059906
289.0,426.0,1.9600000381469729
333.0,442.0,1.8480000495910645
294.0,434.0,1.900000095367432
347.0,454.0,1.6640000343322752
279.0,450.0,1.7340000867843628
