0.000000000000000000e+00,3.110000000000000000e+02,7.800000000000000000e+01,4.607000350952148438e+00
1.000000000000000000e+00,3.140000000000000000e+02,7.100000000000000000e+01,4.641000270843505859e+00
2.000000000000000000e+00,3.160000000000000000e+02,7.100000000000000000e+01,4.676000118255615234e+00
3.000000000000000000e+00,3.190000000000000000e+02,7.100000000000000000e+01,4.607000350952148438e+00
4.000000000000000000e+00,3.050000000000000000e+02,7.200000000000000000e+01,4.641000270843505859e+00
5.000000000000000000e+00,3.030000000000000000e+02,7.200000000000000000e+01,4.607000350952148438e+00
6.000000000000000000e+00,3.000000000000000000e+02,7.200000000000000000e+01,4.539000034332275391e+00
7.000000000000000000e+00,3.210000000000000000e+02,7.500000000000000000e+01,4.641000270843505859e+00
8.000000000000000000e+00,2.980000000000000000e+02,7.700000000000000000e+01,4.442000389099121094e+00
9.000000000000000000e+00,3.170000000000000000e+02,8.500000000000000000e+01,4.821000099182128906e+00
1.000000000000000000e+01,3.070000000000000000e+02,8.500000000000000000e+01,4.676000118255615234e+00
1.100000000000000000e+01,3.470000000000000000e+02,1.200000000000000000e+02,4.473999977111816406e+00
1.200000000000000000e+01,2.790000000000000000e+02,1.270000000000000000e+02,5.098000049591064453e+00
1.300000000000000000e+01,3.570000000000000000e+02,1.790000000000000000e+02,4.676000118255615234e+00
1.400000000000000000e+01,2.700000000000000000e+02,1.810000000000000000e+02,3.746000289916992188e+00
1.500000000000000000e+01,3.640000000000000000e+02,2.220000000000000000e+02,4.821000099182128906e+00
1.600000000000000000e+01,2.470000000000000000e+02,1.420000000000000000e+02,4.711000442504882812e+00
1.700000000000000000e+01,3.670000000000000000e+02,2.380000000000000000e+02,4.821000099182128906e+00
1.800000000000000000e+01,2.390000000000000000e+02,1.300000000000000000e+02,4.821000099182128906e+00
1.900000000000000000e+01,3.620000000000000000e+02,2.380000000000000000e+02,5.098000049591064453e+00
2.000000000000000000e+01,2.400000000000000000e+02,1.250000000000000000e+02,4.859000205993652344e+00
2.100000000000000000e+01,3.600000000000000000e+02,2.340000000000000000e+02,4.859000205993652344e+00
2.200000000000000000e+01,2.430000000000000000e+02,1.290000000000000000e+02,4.859000205993652344e+00
2.300000000000000000e+01,3.350000000000000000e+02,2.300000000000000000e+02,3.436000108718872070e+00
2.400000000000000000e+01,2.940000000000000000e+02,2.310000000000000000e+02,3.273000240325927734e+00
2.500000000000000000e+01,3.350000000000000000e+02,3.070000000000000000e+02,4.118999958038330078e+00
2.600000000000000000e+01,2.930000000000000000e+02,3.090000000000000000e+02,3.863000154495239258e+00
2.700000000000000000e+01,3.400000000000000000e+02,3.870000000000000000e+02,2.401000022888183594e+00
2.800000000000000000e+01,2.940000000000000000e+02,3.890000000000000000e+02,2.458000183105468750e+00
2.900000000000000000e+01,3.350000000000000000e+02,3.950000000000000000e+02,2.174000024795532227e+00
3.000000000000000000e+01,2.990000000000000000e+02,3.990000000000000000e+02,2.182000160217285156e+00
3.100000000000000000e+01,3.430000000000000000e+02,4.130000000000000000e+02,2.046000003814697266e+00
3.200000000000000000e+01,2.820000000000000000e+02,4.130000000000000000e+02,2.101000070571899414e+00
