3.110000000000000000e+02,1.410000000000000000e+02,3.374000072479248047e+00
315.0,133.0,3.2840001583099365
318.0,133.0,3.319000244140625
321.0,133.0,3.374000072479248
307.0,133.0,3.2660002708435054
305.0,133.0,3.2660002708435054
304.0,133.0,3.2840001583099365
326.0,136.0,3.508000135421753
302.0,136.0,3.249000072479248
317.0,147.0,3.21500015258789
308.0,147.0,3.21500015258789
351.0,180.0,3.374000072479248
283.0,175.0,3.2660002708435054
361.0,230.0,3.569000244140625
244.0,183.0,3.392000198364258
360.0,277.0,3.319000244140625
283.0,199.0,2.8710000514984126
360.0,291.0,3.449000120162964
291.0,205.0,2.8710000514984126
355.0,289.0,3.4110002517700195
297.0,203.0,2.968000173568725
354.0,285.0,3.430000066757202
296.0,202.0,2.997000217437744
333.0,287.0,2.885000228881836
293.0,289.0,2.9540002346038814
334.0,366.0,2.997000217437744
289.0,365.0,2.9120001792907715
339.0,435.0,1.9110001325607295
289.0,426.0,1.9790000915527344
332.0,442.0,1.8270001411437988
293.0,434.0,1.8880001306533811
349.0,455.0,1.687000036239624
278.0,450.0,1.7340000867843628
