Distancia_1,Distancia_2,Distancia_3,Distancia_4,Distancia_5,Distancia_6,Distancia_7,Distancia_8
43.14248785237536,49.73184695528418,60.82973929388432,95.45311518009164,129.61965228149387,133.8553591850619,213.2644471146816,215.02815100619813
42.59026691613394,59.075332153399586,62.119646852026264,83.50338833841624,130.92483788798438,134.99192857720377,215.3861216517409,216.3091297290995
42.33987482290274,59.030811141374734,61.96541946085101,78.00763455575559,129.900456969994,135.03752478472254,215.36807383040815,216.32806252610047
42.10742289183236,57.97456974862535,62.008137148086085,69.64214462572706,130.11535435556445,135.3292502290391,215.598085570496,216.59579659306084
42.71251377049504,54.99839613616159,62.5128693357994,89.59535529579128,129.57744631327614,134.50028881225154,214.05487957127679,215.7415166138689
42.214594706749395,55.48496311825384,62.20580866970055,60.60625347446908,130.36324398488753,135.5749411294043,214.9277634752089,216.84555151184585
42.29690560826272,54.12948705654291,61.40040235210642,54.56205113467981,130.1153718820523,135.32931131130775,214.67782257195088,216.5956056090581
43.041613074057395,53.19933673398929,62.65032309576123,43.96667942871957,130.215500847595,135.375649468416,214.73875235770308,216.54152434150575
43.29058560777186,51.78846958817401,63.007942914000665,36.71526821703885,130.24983160168205,135.32923139608076,214.76002263489784,216.52426411403025
42.60714340336108,51.4569631926965,63.559528986659494,27.25489205604589,130.7796495063641,135.77486411337708,215.27854073343977,217.00577804316455
42.51618104038855,52.57109049898939,62.953538044196335,20.497651822775627,130.8917837001172,135.0375607830823,214.53176140690323,216.25747514548326
42.544849295495986,51.72592932042924,63.15507137645019,16.034916605253617,130.1482954942448,135.28328218058854,214.78089006023396,216.5071578504617
42.48901012020364,50.84836807508823,61.950821697114705,18.93070387079676,129.65270513582365,134.7917840373963,214.2820991803599,216.0076804864623
43.66146801340169,49.57194420820353,61.33770003481597,30.06354000392679,128.94308318624206,134.9919728543028,215.4659310948692,216.24051543144355
43.08806252606701,48.883219434068316,61.025130333789,42.48014371740687,129.01187174928512,135.0835391239496,215.5067550231476,216.27495019680478
43.046534822844535,48.507929066212085,60.44005751363236,61.77393610814081,128.26934111575835,134.3465697822284,214.7598400687281,215.5269907836523
42.573780828817135,48.872297112653015,60.51860985735454,66.96640959512315,127.70475275052286,133.76285517686676,214.21976673147375,215.0632550619586
42.64410639908789,48.25486084385125,60.518592189197676,72.74967400300845,127.70481792240015,133.76289086503138,214.21986805088028,215.06324293276242
42.62448830216086,48.12817368811985,60.322985370921145,78.42105944234856,128.44772720087502,133.51709283856096,213.97077549126766,214.8145153426787
42.37495199131679,48.224843247460946,60.95593646445293,83.38243202419257,127.4230572001872,133.56319174929305,212.9540120128757,214.83251965710681
42.37518217160591,48.374864083173286,60.956132120037644,90.77796925221526,127.42304219833245,133.56330358327014,212.95370559257793,214.8319825482471
42.39472750531811,48.33624801524556,61.15429384983815,91.98010059940748,128.661722770516,133.8088671211672,214.2000738384792,215.08181706085492
42.39487381252465,49.32399088214169,61.76831975681295,94.98860418514916,128.6616401577311,133.9974575246153,214.19939163824117,215.08092135437107
42.644128347597984,49.23921288526068,61.143303071889825,97.1006856830648,129.68615986320188,133.9497193261845,214.2191844192852,215.06295449947845
42.21480359466643,58.45139622435016,62.20583582405452,84.80047157915563,130.4973875699277,134.59222892709457,215.00831615361184,216.7736335480383
43.0726784051012,56.40257440936544,61.459361662912755,100.13117963957436,129.75468093686158,133.85534169396135,214.26166018463724,215.0282770340802
43.07276529602939,58.38029900804766,61.459478978264166,96.70188858681747,129.75458832832075,133.855367140317,214.2610470719865,215.02772645002327
43.32230211500184,59.68937812160127,62.39243600035046,95.73837178754788,130.77975077411423,134.79173767543148,215.27922912641014,216.00855439144618
43.32374220963354,60.95362688586968,62.39284338448231,90.70759012122711,130.77963640436514,134.79188183117483,215.27847052216674,216.00778780725582
43.088193614868686,61.11148851937134,62.430811151196906,87.65342558033136,130.99261026485067,135.08387655066628,215.42526218858032,216.27392987630208
42.60655021260716,61.82475374747837,62.316357402508864,83.76927852749834,131.17259719925204,135.42249591921848,215.63559929025516,216.558896213681
42.624613268218624,60.79767804994858,62.51250883022764,79.28951546225531,131.4203884724077,135.6680633762018,215.8849904288615,216.80842071380476
42.41625363262167,58.35862962918968,62.75482496383911,73.46196914182917,130.89165369209104,136.20620999887893,216.36470657350395,217.3252745093483
42.268232825562116,56.11207151989351,62.602807941932696,62.470664813275015,130.85896418001428,136.2536751146751,216.34647136578928,217.34383065235988
42.854549076600804,54.94089205748633,62.100724947958966,54.72203135451027,130.67710487331175,135.9135814408272,215.21604076605328,217.05786635859616
42.957369612034256,51.25312923146498,63.504986072097125,28.192674579977936,131.5572888288992,135.48373112675168,214.9673311483548,216.73947471806886
43.041908276775914,52.03424497446515,63.45126756464775,19.97680281086892,131.20620117423556,135.19269447368694,214.7387148450337,216.47346178618625
41.49526631545705,60.343325141011846,61.95023274813292,80.43844145073474,129.65268675614772,134.97893440297085,215.11815327911555,217.0760638195888
42.93804527785042,51.66310620042988,61.06605374717299,25.447787531823593,129.2248541119417,134.20903416776517,214.73857101730272,216.47325251947132
43.6835484022774,50.93424706446244,61.53283029431589,37.60657507676307,129.19085967650412,134.25442428836809,215.71542220279153,216.49073444354582
43.339423450950484,51.23616496183135,61.181515999147464,44.05820055334844,129.90044278600084,135.0375134582874,215.4451914740449,216.25712771859978
43.072673286015636,50.569374763869206,60.82981283024945,56.10042869697655,129.75461228420238,134.83787067806887,215.25761924775583,216.02535878062193
43.122664832517,50.389116406704204,60.63471499277531,67.23924174350933,129.50706064251708,134.59223048254404,215.00868135100802,215.7763421283824
43.10472854074846,49.03121355395667,60.440344556433985,74.32401968794277,129.25942950347448,134.3466015966409,214.75946140381214,215.5262469515423
42.9374574266072,49.08266146221632,61.06605202769299,79.29417962404982,128.2344316954872,134.39335103445063,214.73887667678264,215.54379775912238
42.665870540520515,49.197141431591156,60.71513107100395,83.47948220378063,127.95239732419567,134.19505402584906,214.46869921058067,215.31208416891897
42.41690435505344,49.61982380119318,60.40389671263369,88.79292587292494,127.91852464587646,134.24280488189294,214.44869397631263,215.33083704085422
42.665439468341944,49.19679238546878,60.562468939097535,91.50310611669627,128.94306699080855,134.19518007756272,214.46910570975732,215.24287979848035
43.087984816703596,51.66297047269364,60.88170752007494,94.95295125250385,129.01188438691162,134.10097250424656,214.5103020609418,215.20959479139515
