Distancia_1,Distancia_2,Distancia_3,Distancia_4,Distancia_5,Distancia_6,Distancia_7,Distancia_8
41.91874625449182,42.374961670449316,73.92318564951087,21.18624750134824,134.2111345233823,136.11257110966667,223.3830572661931,223.58422102063895
42.19086282960241,40.11270459946554,75.00726831604644,8.070091709232056,134.49536951973877,136.13229654362496,224.7258775314578,223.72928190666244
41.918290640735215,39.31497463152229,74.61501960228583,29.228398969421782,134.3619684742247,136.91469512890953,224.45668473117084,223.50034277934054
42.712008759428116,39.501980233070476,74.80183140973786,49.45244526028082,134.6692948679894,136.46741421379025,223.9393388406786,223.02297812648197
43.354581540975275,41.797965728650624,73.76468781226879,73.85509453019468,133.3963003799521,135.4697862811668,222.59734883503074,222.9710565317254
42.62565490403117,40.630236277752324,75.53119551538092,71.2906851140297,133.6798932861634,135.66802601940952,222.86570892813987,223.10752182790173
42.71230178735636,43.70721867166076,75.53124204551283,81.15315952583062,133.67989714611764,135.66806532484281,222.86521743951494,223.1075449202983
43.45936093673167,44.951554217151,75.3604310238652,86.79357967650222,133.64365463823162,135.71524703424123,222.84701552082288,223.12978858880444
43.211537985395715,45.018145109168124,73.73307190854462,88.15938521547547,133.60786857652633,135.57497400907994,222.82920233482022,223.15215207515595
42.93808873256026,45.25022912666168,72.66207311283344,90.5017296851094,132.33506874973702,135.37565290697827,222.56169614128643,222.92547078603252
42.714085790983155,45.58303078995835,72.66741085252278,93.81392540560995,131.55726281736892,134.68599403434712,222.79397806967043,223.1978389263618
41.49566149632578,46.07941651715642,71.98487044216898,85.4011347144191,131.63515431134886,134.97901115560512,223.02592263672486,223.4693763538136
41.74419529696578,45.83186158067808,72.15702433529978,77.1280317976617,130.67725165456682,134.93146604481413,223.04231869555244,223.44546522381782
40.80807323288628,44.78156299175354,73.25650999080875,64.7486554608232,131.17262248270717,135.42249453103005,223.541901790858,223.9437429920932
41.897962193935086,39.8475903416109,73.80949167275064,54.22481650481938,131.06226378708797,134.008636009033,223.36412250209023,223.60596951846878
41.8308870213979,40.67324373589019,76.26516571144087,4.516912655301959,132.6906657945489,135.4836839955594,223.93903666171687,224.0193402833869
41.83164290400255,40.67324214471879,75.53046544629014,14.679925255924477,132.84134859133636,135.48366613386514,223.9387494175782,224.01924515003333
41.77130489079515,40.63020418664984,75.16529659528756,28.29339768042239,133.33534734737208,134.99195811689745,223.44049004674645,223.52113770860387
41.4955151828479,39.75348488182354,74.8125,46.61451819091638,133.05006073750997,135.7748686254156,223.17155517741324,223.37872821800383
41.99292777401491,40.327582218144265,74.47056966096565,59.91922058118786,133.96387847315228,135.86690301749016,223.133392751065,223.33484748626944
42.93863202646764,41.35896142610552,74.79625968029306,70.4528694250682,133.46934123703295,135.37569114232485,222.63501837389748,222.83692618725743
42.68847125413969,42.79311171284738,74.62152722271341,78.27044525261424,133.43258931220475,135.42249190610042,222.61613430222883,222.85805411885403
42.607081578338565,44.780021583959815,73.90067592791611,84.7308084618746,133.43270501681502,135.4225090874995,222.61588710873198,222.85823562328875
42.60626955062827,45.599046350654405,73.1872154685335,86.846143417889,132.4434115671504,134.25446588493563,222.61641096344405,222.85868702133277
42.91611224531345,44.2849879337762,73.92349968869549,85.06541780448447,133.07762810566553,135.13003297656584,222.3120977509229,222.67609120047624
42.35681239534037,44.75104962148126,73.72691699940404,89.42910463748747,132.40682305022182,134.30033429687174,221.60099000735394,221.88504014977173
42.738263541123615,45.52500236720798,73.54253106230377,90.89831612879259,132.93796315408542,134.74610717226574,223.11487405186816,223.3568719603103
41.967316834269106,44.33537639678687,73.53995561768912,76.87809585493102,131.73885361672308,133.65674543488169,222.88402322787758,223.0857329735523
42.241612718598134,44.07148628137035,73.91442733317442,71.81471886088556,131.8759130396728,133.85534777529884,223.1521056709141,223.3134351555246
