0.000000000000000000e+00,3.110000000000000000e+02,8.000000000000000000e+01,4.711000442504882812e+00
1.000000000000000000e+00,3.130000000000000000e+02,7.300000000000000000e+01,5.015000343322753906e+00
2.000000000000000000e+00,3.150000000000000000e+02,7.200000000000000000e+01,4.897000312805175781e+00
3.000000000000000000e+00,3.170000000000000000e+02,7.200000000000000000e+01,4.821000099182128906e+00
4.000000000000000000e+00,3.060000000000000000e+02,7.300000000000000000e+01,5.056000232696533203e+00
5.000000000000000000e+00,3.040000000000000000e+02,7.400000000000000000e+01,4.821000099182128906e+00
6.000000000000000000e+00,3.020000000000000000e+02,7.400000000000000000e+01,4.711000442504882812e+00
7.000000000000000000e+00,3.180000000000000000e+02,7.600000000000000000e+01,4.821000099182128906e+00
8.000000000000000000e+00,2.980000000000000000e+02,7.800000000000000000e+01,4.573000431060791016e+00
9.000000000000000000e+00,3.150000000000000000e+02,8.700000000000000000e+01,4.784000396728515625e+00
1.000000000000000000e+01,3.070000000000000000e+02,8.700000000000000000e+01,4.784000396728515625e+00
1.100000000000000000e+01,3.450000000000000000e+02,1.230000000000000000e+02,4.676000118255615234e+00
1.200000000000000000e+01,2.750000000000000000e+02,1.280000000000000000e+02,4.573000431060791016e+00
1.300000000000000000e+01,3.550000000000000000e+02,1.800000000000000000e+02,4.711000442504882812e+00
1.400000000000000000e+01,2.690000000000000000e+02,1.840000000000000000e+02,4.473999977111816406e+00
1.500000000000000000e+01,3.560000000000000000e+02,1.500000000000000000e+02,4.473999977111816406e+00
1.600000000000000000e+01,2.590000000000000000e+02,1.540000000000000000e+02,5.056000232696533203e+00
1.700000000000000000e+01,3.580000000000000000e+02,1.410000000000000000e+02,4.747000217437744141e+00
1.800000000000000000e+01,2.530000000000000000e+02,1.450000000000000000e+02,5.056000232696533203e+00
1.900000000000000000e+01,3.560000000000000000e+02,1.340000000000000000e+02,4.859000205993652344e+00
2.000000000000000000e+01,2.520000000000000000e+02,1.390000000000000000e+02,4.711000442504882812e+00
2.100000000000000000e+01,3.540000000000000000e+02,1.370000000000000000e+02,4.676000118255615234e+00
2.200000000000000000e+01,2.560000000000000000e+02,1.430000000000000000e+02,4.936000347137451172e+00
2.300000000000000000e+01,3.320000000000000000e+02,2.300000000000000000e+02,3.961000204086303711e+00
2.400000000000000000e+01,2.910000000000000000e+02,2.320000000000000000e+02,3.514000177383422852e+00
2.500000000000000000e+01,3.370000000000000000e+02,3.050000000000000000e+02,4.231000423431396484e+00
2.600000000000000000e+01,2.900000000000000000e+02,3.100000000000000000e+02,4.065000057220458984e+00
2.700000000000000000e+01,3.430000000000000000e+02,3.870000000000000000e+02,2.410000085830688477e+00
2.800000000000000000e+01,2.960000000000000000e+02,3.870000000000000000e+02,2.448000192642211914e+00
2.900000000000000000e+01,3.370000000000000000e+02,3.950000000000000000e+02,2.295000076293945312e+00
3.000000000000000000e+01,3.010000000000000000e+02,3.960000000000000000e+02,2.205000162124633789e+00
3.100000000000000000e+01,3.480000000000000000e+02,4.110000000000000000e+02,2.026000022888183594e+00
3.200000000000000000e+01,2.870000000000000000e+02,4.130000000000000000e+02,2.046000003814697266e+00
