3.220000000000000000e+02,1.240000000000000000e+02,3.589000225067138672e+00
326.0,117.0,3.430000066757202
329.0,117.0,3.374000072479248
331.0,117.0,3.337000131607056
319.0,117.0,3.54800009727478
316.0,117.0,3.4880001544952393
313.0,117.0,3.392000198364258
333.0,121.0,3.3010001182556152
310.0,120.0,3.4110002517700195
327.0,130.0,3.430000066757202
317.0,130.0,3.319000244140625
355.0,168.0,3.7190001010894775
287.0,164.0,3.449000120162964
362.0,223.0,3.392000198364258
275.0,216.0,2.9540002346038814
372.0,273.0,3.430000066757202
238.0,191.0,3.4110002517700195
375.0,288.0,3.569000244140625
226.0,184.0,3.392000198364258
370.0,288.0,3.569000244140625
228.0,181.0,3.449000120162964
368.0,283.0,3.54800009727478
232.0,184.0,3.430000066757202
340.0,270.0,2.885000228881836
300.0,271.0,2.9120001792907715
340.0,348.0,3.2660002708435054
295.0,351.0,3.071000099182129
343.0,433.0,1.9660000801086424
297.0,433.0,1.90500009059906
337.0,441.0,1.8540000915527344
301.0,441.0,1.8270001411437988
350.0,459.0,1.65500009059906
289.0,459.0,1.6730000972747803
