Distancia_1,Distancia_2,Distancia_3,Distancia_4,Distancia_5,Distancia_6,Distancia_7,Distancia_8
51.13480522092563,53.48896732687268,79.90227466246179,86.10261693197168,147.6528854349156,145.5474145038975,239.36071246574897,237.03821377671804
51.126858286079006,53.48419745348969,79.88791012583009,86.10485932491038,147.6580534221205,145.53987885232536,239.3491917778659,236.94367881761937
51.13043090254356,53.48093626968935,79.90054004435552,86.14552065111728,147.64819117376197,145.52026513474883,239.40499114852898,236.90549955806927
51.14624245513162,53.46583960895919,79.90094749251286,86.18265050400811,147.61202060057983,145.50953811945018,239.39836030107074,236.89658783637978
51.155120120639694,53.46103266043879,79.8887399786271,86.15277112327146,147.55922960505623,145.4783966686852,239.37908206647782,236.90241606170284
51.157072823805045,53.47514460685045,79.87744682112324,86.1791092445353,147.55613255351412,145.41745225370906,239.34799633998338,236.88946350550918
51.16517390360388,53.46491498124016,79.86591352398412,86.1681939899738,147.5684734386894,145.41372594274404,239.51349671754755,236.89110630407689
51.17828784048251,53.46952653303693,79.8291397222977,86.10458469869596,147.5898634942774,145.42760468016016,239.46678337495365,236.77612647761111
51.177263828115684,53.455231501543565,79.73355973293,86.02730130146561,147.61482475979932,145.43094978615494,239.496241272702,236.80238622116283
51.18238359414264,53.451097912309606,79.73120793559079,85.95314685597893,147.61137148516536,145.4436354543603,239.50450401815738,236.87916783846651
51.18548065836059,53.43566422726422,79.7420898993987,85.8838696845828,147.61771205559984,145.46154414655038,239.49919475650378,236.87735068206368
51.17514204923963,53.47611472389691,79.71405332130048,85.89812055555356,147.65956445358782,145.49686954093718,239.4096309386886,236.88369765189384
51.19307488749052,53.596536425262165,79.70237840669809,85.94389845119308,147.69523897000653,145.51882202465708,239.4297331217335,236.90137918914738
51.19934354949375,53.75742942955435,79.73184848010119,86.08247506311766,147.71009808079577,145.5174246992929,239.47207798865233,236.9034649980278
51.21504700794194,53.945573785930804,79.93893376808849,86.32685755458564,147.67158160261536,145.59010347166424,239.48920276285276,236.93255438907607
51.23904984648511,54.11318146562964,79.9827570605548,86.46406816897407,147.4054126658363,145.53457448366416,239.2782271364643,237.0469207997767
51.23724343752512,54.25671607146592,80.01362681735507,86.54912657073079,147.44000685892826,145.55974881272533,239.3233278610902,237.08974316393432
51.28852508758224,54.279834722129515,80.04899420895514,86.57556039494303,147.46141698996786,145.58208212972528,239.34981103964347,237.1078301430837
51.26471534963369,54.289097654768106,80.06641652263929,86.76069198511203,147.47322327683437,145.67619896908585,239.36154438771388,237.19197053007485
