3.150000000000000000e+02,1.330000000000000000e+02,3.488000154495239258e+00
319.0,126.0,3.7190001010894775
322.0,126.0,3.6750001907348633
325.0,126.0,3.610000133514404
309.0,126.0,3.468000173568725
306.0,127.0,3.355000257492065
304.0,127.0,3.319000244140625
327.0,130.0,3.610000133514404
301.0,131.0,3.249000072479248
321.0,141.0,3.3010001182556152
310.0,142.0,3.199000120162964
350.0,176.0,3.3010001182556152
279.0,176.0,3.5280001163482666
358.0,236.0,3.355000257492065
259.0,226.0,3.4880001544952393
366.0,284.0,3.4880001544952393
287.0,230.0,2.9120001792907715
368.0,299.0,3.5280001163482666
296.0,232.0,2.858000040054321
363.0,298.0,3.355000257492065
300.0,223.0,2.898000240325928
361.0,294.0,3.337000131607056
298.0,222.0,2.9260001182556152
333.0,282.0,2.968000173568725
292.0,283.0,2.9260001182556152
332.0,364.0,3.0410001277923584
295.0,362.0,3.071000099182129
335.0,431.0,1.9480000734329224
295.0,428.0,1.9480000734329224
327.0,438.0,1.8650001287460327
299.0,437.0,1.860000133514404
347.0,453.0,1.7100000381469727
277.0,453.0,1.696000099182129
